Precision,Recall,F1-Score,F05-Score,Accuracy,MCC,AUC,AUPRC,TP,FP,TN,FN
0.7155812036273702,0.9168207024029574,0.8037967357333025,0.7484371631817203,0.7384259259259259,0.45948254943408257,0.7021905220146982,0.8405065085707195,3472,1380,1313,315
