Precision,Recall,F1-Score,F05-Score,Accuracy,MCC,AUC,AUPRC,TP,FP,TN,FN
0.7338542863709492,0.8503328894806924,0.7878114976560571,0.7545252611182002,0.7345679012345679,0.44707630570846807,0.7126893805201627,0.835457785456685,3193,1158,1567,562
0.6494708994708994,0.9153129161118508,0.7598098817287497,0.6895237330979417,0.6646604938271605,0.29926722946277184,0.6172894855788612,0.8069289448284123,3437,1855,870,318
