Precision,Recall,F1-Score,F05-Score,Accuracy,MCC,AUC,AUPRC,TP,FP,TN,FN
0.6106319309980637,0.9326522382040597,0.7380458486250732,0.6559267873012271,0.7051780903920982,0.48505742816382147,0.727603908871078,0.7866375949273113,6938,4424,4842,501
