Precision,Recall,F1-Score,F05-Score,Accuracy,MCC,AUC,AUPRC,TP,FP,TN,FN
0.6365373134328358,0.9358377951373651,0.7577017375546318,0.6800352072251349,0.7278604781099094,0.5185960871380985,0.7451437219246545,0.8007742965128212,10662,6088,7576,731
