Precision,Recall,F1-Score,F05-Score,Accuracy,MCC,AUC,AUPRC,TP,FP,TN,FN
0.6153576437587658,0.9395074946466809,0.7436440677966103,0.6609671587827659,0.7102606058187333,0.4960404664998258,0.7321192610788463,0.7909617227326751,10530,6582,7267,678
