Precision,Recall,F1-Score,F05-Score,Accuracy,MCC,AUC,AUPRC,TP,FP,TN,FN
0.5958956866197183,0.9569711963244389,0.7344544653149793,0.6445335745400014,0.6874326535499062,0.47094695165067024,0.7111808452689958,0.7861512847893153,10831,7345,6394,487
