Precision,Recall,F1-Score,F05-Score,Accuracy,MCC,AUC,AUPRC,TP,FP,TN,FN
0.72,0.7461139896373057,0.732824427480916,0.7250755287009064,0.7523584905660378,0.5024683928273976,0.7518448736065317,0.7908400136865773,144,56,175,49
0.7247191011235955,0.6683937823834197,0.6954177897574124,0.712707182320442,0.7334905660377359,0.4603959036066399,0.7281362851311037,0.7720281398667153,129,49,182,64
