Precision,Recall,F1-Score,F05-Score,Accuracy,MCC,AUC,AUPRC,TP,FP,TN,FN
0.6851429573758989,0.5179684391990452,0.5899410965111009,0.643598615916955,0.6680929095354523,0.32893889294288026,0.6572153115600624,0.7126498303168118,3906,1795,7024,3635
0.6653096207413756,0.41174910489325023,0.5086828309305373,0.5923537716051738,0.6333740831295843,0.2590172073008304,0.6173157589326213,0.6741039349444522,3105,1562,7257,4436
