Precision,Recall,F1-Score,F05-Score,Accuracy,MCC,AUC,AUPRC,TP,FP,TN,FN
0.6134458509142053,0.9593524546894246,0.7483614151882227,0.6611209468144447,0.7073472482739355,0.5016176347659798,0.7287449586280371,0.7956181335257644,10904,6871,6820,462
