Precision,Recall,F1-Score,F05-Score,Accuracy,MCC,AUC,AUPRC,TP,FP,TN,FN
0.6749350342546657,0.8228686635944701,0.7415963659961065,0.7001078219956871,0.6749387755102041,0.32624813747270826,0.6521052703573557,0.799105930557221,2857,1376,1277,615
0.6297364085667215,0.8807603686635944,0.7343900096061479,0.6678022361984625,0.6388571428571429,0.24823533393426558,0.6015185182933502,0.789044306982505,3058,1798,855,414
