DB00176 0.14056355,-0.3829064,-0.19485539,0.25114396,0.044865422,-0.017068192,0.23517881,0.10015949,0.31271,-0.055827647,0.051792465,0.004670535,0.056463875,-0.32067895,0.36250168,-0.06688584,-0.18729936,0.049592074,-0.12943982,-0.44520125,-0.04372242,0.2712079,0.017098598,0.034654338,0.0887652,0.14470594,0.092958346,0.53327435,-0.23655812,0.25523415,0.046056367,-0.12435515,-0.023924615,0.31675953,0.13304327,-0.059558887,-0.043117408,0.0192936,-0.061711397,-0.3661776,0.23811029,-0.003922312,-0.12384219,0.299999,0.07502984,-0.2518774,-0.12833837,0.037844688,-0.12108103,-0.031188201,-0.1280676,0.12691277,0.007674356,0.041094393,0.31548974,-0.03335843,0.04506078,0.095455356,-0.10333262,0.09131841,-0.18490247,0.08894758,0.12795608,0.06344255,0.1203416,-0.23631716,-0.024733774,0.05201217,0.15442921,-0.021110587,-0.09685292,-0.024765287
DB00182 0.08051138,-0.08800807,-0.19611146,-0.09329981,0.462745,0.046930883,-0.13841577,-0.02366384,-0.06394681,-0.073323056,0.06208752,-0.15657821,0.1488332,-0.31005818,0.21984859,-0.112510614,-0.26133114,-0.23677173,-0.018172432,-0.013642577,-0.014468332,-0.20985048,-0.15632086,-0.20231925,0.04922927,-0.071684055,0.124175124,-0.29815605,0.064975105,0.30116445,-0.34357795,-0.13069631,-0.19233018,0.29862612,0.07275939,-0.11664961,-0.004273669,0.11378495,0.18069473,-0.4938736,-0.18694942,0.021726878,0.02211323,0.14667466,-0.056402016,0.1376394,0.24411646,-0.026985405,0.091543525,0.15859224,0.038828798,0.16782612,0.35608593,-0.32204482,-0.10895217,-0.33794704,-0.19585869,0.16419211,0.0070543764,-0.35505408,-0.25013542,0.34516785,0.08506308,0.09686749,-0.058026236,0.02325969,0.052379515,-0.20447625,-0.123995416,0.07184625,-0.24103098,0.14166582
DB00215 0.008981199,-0.17776205,-0.25569683,-0.06542722,0.089666955,0.059872787,-0.21760452,0.111987635,0.30536062,0.09681537,0.007845879,-0.18152696,0.23762205,-0.35097703,0.2703155,0.0032151574,-0.33065552,-0.41849974,0.024171978,0.053302616,-0.03508219,0.105812185,0.08859697,-0.21697322,-0.05014524,-0.08652492,0.274802,-0.039305687,-0.18294433,0.436776,-0.27139005,-0.13256054,-0.18605648,0.075138636,0.2626634,-0.1727427,-0.008750066,0.23609291,0.24916515,-0.4589607,0.041081205,-0.010968385,-0.32408798,-0.04247538,0.28888777,0.17009918,0.14057294,0.112524085,0.12078086,0.08861998,0.08488354,0.12218153,0.22380072,-0.12882756,-0.0005658148,-0.25241366,-0.109365255,0.26060003,-0.03169264,-0.05908724,-0.37810156,0.14089704,-0.06648586,-0.29307663,-0.07077666,-0.18533553,-0.0880644,-0.1343357,0.089526586,-0.1857157,-0.16906084,0.03464596
DB00321 -0.15244444,0.0072458056,-0.4457694,-0.24949902,0.24725856,-0.013865451,-0.078900784,0.18990096,-0.10980351,0.107662715,0.07985899,-0.14647742,0.22395095,-0.43193382,0.31507277,0.09020475,-0.28463557,-0.25400627,-0.0011746354,0.05232163,0.08456652,-0.18669884,-0.16290416,-0.23492987,0.09865914,-0.10713043,0.26463187,-0.19377622,0.04793398,0.29121983,-0.21948351,-0.13071255,-0.30127066,0.22674048,0.212901,-0.11130134,0.10254039,0.15316726,0.092536636,-0.46231723,-0.120937794,3.592463e-05,-0.1026268,0.12215394,0.084322736,-0.0607558,0.3274844,0.20025899,0.088296995,0.01803906,0.046472583,0.13768873,0.36424726,-0.28397092,-0.039158773,-0.19036381,-0.1333531,0.1741742,-0.15352438,-0.21050362,-0.20009613,0.14670579,0.09118816,-0.042433925,-0.037304003,0.015881421,-0.16318618,-0.1918546,0.12070654,0.05010918,-0.30113772,0.12534823
DB00323 0.12051046,-0.09650699,-0.31426445,-0.09055457,0.41516444,0.19572508,-0.10230755,0.06230983,0.2644147,-0.0030845536,0.20942903,-0.19866799,0.22688177,-0.49833757,0.113931015,-0.021264654,-0.18275769,-0.19583842,0.10456351,-0.05241296,0.08334237,-0.10386103,-0.1944525,-0.15057878,0.06796159,-0.0078584105,0.04756384,-0.10190988,-0.0772447,0.31092852,-0.19687891,-0.04411066,-0.17626666,0.46167392,0.02699403,-0.07798869,-0.06692953,0.09351697,0.038784947,-0.3777399,-0.36180395,-0.1315341,0.084247656,0.01894753,0.014068408,0.0126534095,0.20693503,0.31291342,0.18737519,0.26725063,0.058224406,0.14617223,0.18614328,-0.16133147,0.03836822,-0.30349138,-0.3306377,0.2707757,-0.07189769,-0.07813213,-0.37371337,0.19711983,0.040764995,-0.0193241,0.002118914,0.053486265,0.027845759,-0.13304684,0.011968958,-0.048122995,-0.25363675,-0.17628683
DB00333 -0.07784065,-0.1524719,-0.3371452,-0.2273248,0.30166566,-0.020525144,-0.21557544,-0.02952845,0.015366528,-0.0019261527,0.09886631,-0.17731658,0.14107099,-0.31766263,0.17001687,-0.09768799,-0.20205635,-0.19168378,0.04950421,0.025528667,0.102462016,-0.16241656,-0.24249814,-0.38167104,0.11013785,-0.1149604,0.19423468,-0.33819312,-0.006037146,0.28623745,-0.34327602,-0.27874225,-0.16621707,0.16826338,0.12678659,-0.057395995,-0.14274172,0.13118231,0.14198457,-0.5040218,-0.08013308,0.06310932,0.059318356,0.15330186,-0.17212746,0.010448049,0.23450856,-0.020415625,0.14307512,-0.011055244,-0.037468426,0.20336913,0.31595397,-0.33454493,-0.08873957,-0.20370156,-0.18698153,0.17247829,-0.074189186,-0.20585619,-0.3758217,0.18323712,-0.0007793281,-0.010729895,-0.0413716,0.11512147,-0.021324571,-0.08777529,-0.071134605,0.16240986,-0.30818304,0.066304386
DB00342 0.019155106,0.08439379,-0.36761498,-0.27761608,0.2609781,-0.1093229,-0.18528132,0.04268907,-0.04531252,0.08367438,0.010232641,-0.20004568,0.09774469,-0.39398763,0.1547135,-0.027965246,-0.27789626,-0.33741048,0.02240307,0.01566528,-0.06217845,-0.19708617,-0.23320748,-0.28505328,0.042984102,-0.05785662,0.2324244,-0.28114602,0.015186485,0.41307655,-0.31551853,-0.20311207,-0.11361093,0.31645823,0.17397007,-0.07962575,-0.11330772,0.21160534,0.15182902,-0.42893323,-0.22253843,-0.03014767,-0.110227615,0.12161206,0.19661286,0.069139585,0.32493532,0.06931802,0.09428372,-0.108229645,0.021734666,0.22442786,0.29903156,-0.27506697,-0.08118306,-0.27640444,-0.22247224,0.13594487,-0.091590345,-0.09984763,-0.124152966,0.06654369,-0.008480516,-0.10694925,-0.025205646,-0.056456875,-0.14753892,-0.16272537,-0.11172929,0.013549908,-0.18106487,0.049019895
DB00425 0.04416791,-0.038526822,-0.36438775,-0.16452713,0.38301605,0.062025737,-0.17643122,0.020922586,-0.1263517,-0.080393985,0.059382517,-0.018612338,0.13466026,-0.39163864,0.16796552,-0.14372545,-0.21757652,-0.12951599,0.080939196,-0.04422891,0.07208004,-0.1329652,-0.18440105,-0.2552426,0.111578375,-0.031419184,0.21033858,-0.21264026,-0.010651907,0.24095117,-0.266548,-0.19677562,-0.19069378,0.30046815,0.12104755,-0.012377786,-0.0084778685,0.29087847,0.2344952,-0.48411503,-0.10708598,0.089654244,0.043920804,0.017231012,-0.12223238,0.019733395,0.29963323,0.2116048,-0.016969794,-0.024096755,-0.10292728,0.07503917,0.3573987,-0.25978878,-0.07108544,-0.3941675,-0.27521393,0.19036499,0.05516377,-0.18615824,-0.432999,0.24638702,0.08392282,-0.09096061,0.0049988064,0.11742243,-0.032465395,-0.0778789,0.05751804,0.0029299832,-0.28302535,-0.24413246
DB00505 -0.004451346,-0.12644817,-0.32016858,-0.21990854,0.1966717,-0.16584067,-0.05644455,0.08657325,-0.040536683,0.038801707,0.1513083,-0.21777667,0.20491984,-0.22137222,0.2045018,-0.04548159,-0.3988654,-0.15834743,-0.07794391,-0.03870382,0.0157664,-0.1769286,-0.29915804,-0.4483092,0.11511269,-0.122080475,0.10098006,-0.2324965,0.039308306,0.44985488,-0.30596292,-0.11287151,-0.18053208,0.22329625,0.13412611,-0.012919526,0.06916276,0.1615299,0.16806628,-0.4940445,-0.035350256,0.08172859,-0.007520915,0.1638317,0.09067841,-0.051174738,0.23585467,-0.02172661,0.23493916,-0.031325273,0.013513768,0.15002827,0.39591968,-0.36749303,-0.09701632,-0.2544033,-0.06657707,0.23351863,-0.010382704,-0.13995466,-0.19261445,0.28107035,-0.05097582,-0.12213664,-0.0101642115,-0.032540627,-0.07598354,-0.23700261,-0.08236527,0.099889524,-0.16330186,0.11184892
DB00583 -0.007750044,-0.21198955,-0.25474912,-0.18659471,0.22676253,-0.19805361,0.25237942,-0.10041383,0.20482652,0.05487323,0.36137217,0.022292232,-0.14345007,-0.3715647,0.124749854,-0.34193987,-0.32099056,-0.5270187,-0.17214203,-0.24195889,0.04822722,-0.0879338,0.024593962,0.15915743,-0.0903467,0.09782946,-0.17256562,-0.17056932,0.40245298,0.25647694,-0.43538207,0.13485165,-0.32150275,0.043089118,0.29944935,0.037987996,0.05576073,0.42205143,0.089240074,-0.76803076,0.030946704,-0.024046952,-0.5331908,0.2172622,-0.0071793413,0.2942663,0.104836695,0.17484695,-0.2556613,0.35726944,0.18067588,-0.18430412,0.32156235,-0.06806992,0.041797787,-0.13713783,0.008390613,0.061845988,0.26004526,-0.16881102,-0.36259052,0.01957747,0.042315274,-0.021881267,-0.02675063,-0.06718765,-0.074849956,-0.33295634,0.06256284,0.06835681,-0.27448586,0.335716
