DB00116 -0.2710348,-0.21328238,0.16308375,0.19415675,0.39936677,0.09243845,-0.1304655,0.15887019,0.32579592,0.0263465,0.0032563799,-0.048582,0.541225,-0.46119678,0.062509,0.19101882,0.113939516,0.5151593,-0.222083,-0.16294335,0.0043463768,-0.28922445,0.36550435,0.0017025885,0.114891805,0.14347117,0.098865375,0.16856347,-0.26747343,-0.21496445,-0.035275243,-0.166723,0.17300461,-0.18495175,-0.27654308,-0.0051431316,0.29929462,0.02061957,0.030174058,0.15603462,-0.07999462,0.20565465,0.554506,0.15059978,0.047792383,0.09933944,-0.07627022,-0.21856946
DB00118 0.14198557,-0.32017946,0.44676304,-0.05947695,-0.1639363,-0.23250578,-0.17912845,-0.1280471,0.06768982,0.001277418,-0.10538598,0.27324203,0.41212583,-0.09792267,0.1797135,-0.16745001,0.18125251,0.112109534,0.14967053,-0.12553488,-0.023272611,0.0025941576,0.21540534,-0.010439924,0.096674524,-0.0904527,0.124234855,0.04467104,-0.010702729,-0.268643,-0.18021831,0.43450928,-0.347442,-0.031433888,-0.23149034,0.26181296,0.116726704,0.11344596,0.37979323,-0.089866795,0.19915853,0.35993442,-0.051327765,0.10932173,0.20202002,0.0086827995,-0.23817417,0.14930148
DB00122 0.00413938,-0.009712852,-0.01214632,-0.004214032,-0.0010850307,0.010675651,-0.0034997342,-0.004126589,0.020369073,0.013046094,0.0035479348,-0.0027606227,-0.012567602,-0.0039256173,-0.016830789,0.0027611942,0.0030960944,0.008123252,0.0064948807,-0.013707762,-0.008014613,0.003375996,-0.01336658,-0.0031307659,-0.008775805,-0.018128881,0.018666394,0.015464641,-0.020935897,0.010565057,0.0112543125,-0.010063559,0.0036825433,0.0070010456,0.0087485,-0.0037962152,-0.0071885264,-0.011970401,-0.0027528978,-0.011857526,0.012005706,0.0070394697,-0.004005545,0.01628365,-0.0051011993,0.013465404,-0.018811379,0.0066226707
DB00134 -0.029767497,0.18293002,-0.17042361,-0.35570785,0.10885773,-0.037572544,-0.15625814,-0.11292107,0.13417467,0.21541327,-0.35372382,-0.1570792,0.121405505,-0.021181272,0.03981182,0.06748334,0.034184787,0.07472031,0.06809425,-0.17793724,0.025733372,-0.25352973,0.41957277,-0.045655914,0.4456038,-0.024472123,0.11517144,0.16853277,0.13046649,-0.12658279,-0.3952901,-0.03898927,0.118702404,0.06291216,-0.120971,-0.10093872,0.25137565,0.5130375,0.34815702,-0.09027884,-0.24072097,-0.38412774,0.1922601,0.11507203,-0.19128713,0.43599972,0.088334456,-0.08964117
DB00140 0.1253384,0.014609378,0.18738142,0.025118204,0.331507,0.20122746,-0.23697078,0.17479764,-0.042242985,0.419833,-0.39752364,0.19635575,0.32891092,-0.2469974,0.2765767,0.3271539,0.21337469,-0.003687836,0.01397108,-0.01766852,-0.17786996,-0.21763948,-0.05801791,0.21172503,0.032362908,-0.20118757,-0.051579785,-0.14833294,-0.065614104,-0.36083627,0.038614377,0.0011335688,-0.012575577,-0.30448803,-0.13521805,0.12297554,0.06914252,-0.03456277,-0.09413571,-0.11630034,0.33032674,-0.030513301,0.3708069,-0.03229279,0.022830382,-0.16931841,0.22555147,-0.36248994
DB00150 -0.21248622,-0.15401661,-0.27467158,0.3223699,0.24822918,-0.32469,-0.096240416,-0.15846694,-0.075302325,0.035602756,-0.023626491,-0.6356965,0.21868907,-0.34712622,0.12642698,0.0079234345,0.085629344,-0.007371549,-0.3619102,-0.2514188,-0.027704813,0.008961274,0.40060115,-0.018416606,0.13391116,0.0022517326,0.31014508,0.065447435,0.22629051,-0.007973779,0.06568258,-0.39712158,0.16442797,0.31382513,-0.020423725,0.27032852,-0.07450079,0.2888895,-0.009509595,0.06644039,-0.1136679,0.012704534,-0.13168073,0.43631017,-0.24915439,0.19101147,-0.24374267,-0.5010788
DB00152 -0.00033333685,0.01477547,0.01849956,0.0037463603,0.018266628,-0.00953157,0.0060268156,-0.011130539,0.013649654,0.011814215,0.0029534332,0.0058483654,-0.012784026,0.015422345,-0.010473102,0.0061972956,0.010835145,0.0101063,0.01882101,-0.016846796,-0.00026812954,0.004737894,0.0050194585,0.022952871,-2.0353758e-05,-0.002687684,0.0021817687,0.0058999876,-0.0006315074,0.00066685176,0.0025515805,0.0033677653,-0.005599581,0.006089803,-0.004295508,0.021699684,-0.008996536,0.011593771,-0.014612367,0.009518017,-0.008183617,-0.010067465,-0.002978064,-0.017128738,0.009966295,0.010655129,-0.005063174,0.012071601
DB00155 -0.113905475,0.4432659,-0.27475297,-0.34438288,0.30033222,0.073343426,-0.3584903,-0.075336546,0.3054583,0.13609418,-0.12266857,0.08953932,0.29097813,-0.17694215,0.12355097,0.2692066,-0.28896505,0.029465124,0.06992236,-0.16695717,-0.051717345,0.07442945,0.6218249,-0.043617,0.22911577,0.09010793,0.47836712,0.18699783,0.16192412,-0.4061064,-0.09321287,-0.012198674,-0.0061406353,0.010416024,-0.12765925,-0.028939182,0.29871365,0.3403073,0.088951476,-0.11657302,-0.34408057,-0.20150308,0.062200077,0.3196596,-0.12292075,0.27997765,0.060725406,-0.31151915
DB00158 0.0176922,-0.1928827,0.17766224,0.17259234,0.19781245,0.038086552,0.047088407,-0.15212165,0.2135001,-0.10704081,0.06249904,-0.27298915,0.31904736,-0.3341618,0.21337686,0.5031602,-0.068994544,0.5360824,-0.35892156,0.045410134,0.18167724,0.17469501,0.5274182,-0.15864132,-0.10918097,0.1268342,-0.029382175,0.13440031,0.022807322,-0.16725038,-0.2489868,-0.09657657,-0.12738487,-0.23235777,-0.17704691,0.18474813,0.29489765,-0.2485462,-0.089942336,-0.02205182,0.14106831,-0.21861957,0.20462535,0.16689561,-0.03139902,-0.21579532,-0.31918907,-0.13430193
DB00162 0.037904214,0.07524208,-0.36078644,0.06522854,0.025229838,-0.23314722,-0.10096864,-0.012751065,0.24247278,0.0006760825,0.032635316,0.08820199,0.16826111,0.006675813,0.03980958,-0.5052356,-0.033394586,-0.030341284,-0.12384247,-0.14688931,-0.18221587,-0.18114126,0.012852364,-0.12867567,0.036195554,0.050708007,-0.24556448,0.32601783,0.09996326,-0.40121204,0.35482436,0.22859955,0.44841787,0.3520987,-0.18024354,0.008697332,-0.12024195,-0.136752,-0.13344239,0.43123233,-0.11959787,0.057188123,0.019300262,-0.12904213,-0.50944096,-0.32093123,-0.15893073,0.38610458
