DB00116 -0.25036246,-0.19996122,0.16065834,0.13797294,0.44095835,0.17915405,-0.113829106,0.21404402,0.31086,0.11707773,0.036688242,-0.038895663,0.4529449,-0.361738,0.0476964,0.23665643,0.14611977,0.55234784,-0.15793398,-0.17273512,-0.03963931,-0.28557754,0.39060837,-0.032336008,0.11723316,0.11897726,0.120092355,0.14022274,-0.15332197,-0.23376134,-0.06220023,-0.13538712,0.2207152,-0.25146735,-0.31865042,-0.012382682,0.30199862,0.039833806,-0.0050077606,0.12547101,-0.012476156,0.14438407,0.53758115,0.11966774,0.026573807,-0.0045522717,-0.10511756,-0.18439932
DB00118 0.12844999,-0.31413385,0.4265405,-0.084892474,-0.16151506,-0.30543107,-0.16228321,-0.1152031,0.08597126,-0.010091626,-0.08135827,0.2543998,0.44283113,-0.12511483,0.11124903,-0.17083377,0.19254377,0.14315508,0.11046482,-0.15794201,-0.11800769,0.040224433,0.23501013,-0.083651364,0.09737624,-0.031192452,0.16009198,0.07538007,0.0506501,-0.24040093,-0.22977744,0.4735291,-0.35696998,-0.03306157,-0.18075432,0.24483214,0.15778191,0.065930724,0.39594325,-0.0513866,0.19361246,0.3732871,-0.03797254,0.15400836,0.24549842,0.03792681,-0.33630237,0.1530874
DB00122 0.0047670044,-0.014071757,-0.015211872,-0.0062312684,-0.0021948386,0.0119375,-0.0039345715,-0.0052765314,0.027187012,0.016497426,0.0030447617,-0.0035227102,-0.016893465,-0.0023704963,-0.023292616,0.0034558442,0.0032186245,0.008995154,0.0065537584,-0.017212832,-0.012032738,0.0045080106,-0.017686784,-0.0050018057,-0.00940529,-0.024288736,0.023690403,0.019745825,-0.026944341,0.014140173,0.014279303,-0.013476921,0.005729239,0.008140845,0.009482365,-0.0057209767,-0.008284077,-0.013922095,-0.0022585562,-0.016619995,0.017398462,0.009748858,-0.0038755806,0.023205452,-0.00721311,0.01711934,-0.024994632,0.008919795
DB00134 -0.08612656,0.17522803,-0.19140624,-0.2847792,0.15635261,0.030868674,-0.1859366,-0.10563234,0.12587653,0.19009668,-0.29117113,-0.13025358,0.16016088,-0.07151499,0.09735539,0.0962111,0.028934214,0.10126939,0.010940944,-0.18775709,0.036014605,-0.24817827,0.35150585,-0.062291645,0.4259218,-0.061738882,0.17847301,0.17012972,0.072162844,-0.20698534,-0.29176477,-0.056148317,0.14687507,0.07002519,-0.10156689,-0.1550224,0.15473945,0.538436,0.2560027,-0.0394925,-0.28167194,-0.38352254,0.19822368,0.041949507,-0.27205414,0.38984442,0.11228448,-0.15362741
DB00140 0.10577801,-0.0029166678,0.102229185,0.021209842,0.29607964,0.17968783,-0.13699852,0.06811602,-0.045943417,0.3301458,-0.33275583,0.14971097,0.26991612,-0.13813005,0.25525314,0.3011209,0.10991554,-0.008064383,-0.012057728,-0.060855415,-0.1437408,-0.14071518,0.016568262,0.23203434,0.003746098,-0.12200385,-0.03764893,-0.16430333,-0.065918855,-0.2551077,-0.014476881,-0.006227891,0.021437962,-0.28819105,-0.08385424,0.1387608,0.11518273,-0.055307057,-0.09506848,-0.07556801,0.29982203,0.04952007,0.32726645,-0.05587775,-0.030086257,-0.067555256,0.1819839,-0.27660507
DB00150 -0.29830793,-0.056846112,-0.3091036,0.22679767,0.2194342,-0.26203045,-0.12950462,-0.09912432,-0.10786415,0.14148168,-0.021853086,-0.729656,0.24151345,-0.32691953,0.08175467,0.030816432,0.10002694,-0.050830495,-0.24561445,-0.2632783,0.016689157,-0.05621603,0.42992884,0.0066316067,0.230151,0.10204892,0.23536634,0.17529552,0.15488523,-0.006708919,0.004441353,-0.38558742,0.23376611,0.21604826,-0.11932029,0.27302784,-0.13148136,0.388558,0.009095044,0.07545941,-0.12585267,0.042072635,-0.14279412,0.44478884,-0.20384298,0.11906263,-0.2379399,-0.4990891
DB00152 0.002009354,0.01773474,0.019298257,0.004053576,0.02088199,-0.0076889135,0.008522657,-0.012582633,0.011537065,0.013226252,0.0030458344,0.00936726,-0.013983004,0.01624281,-0.00805705,0.008789593,0.008530804,0.008332315,0.017952837,-0.017563136,-0.0018679026,0.007391791,0.00440168,0.024281904,-0.00054237986,-0.004264799,0.0030737189,0.0037987106,-0.0011335202,-0.00064152724,0.0002861129,0.0052830377,-0.0056030257,0.004924134,-0.004616001,0.020049255,-0.006971698,0.013583332,-0.016027082,0.010724055,-0.00669538,-0.008182855,-0.003375522,-0.017474597,0.011434109,0.014381112,-0.002402059,0.011148505
DB00155 -0.016031422,0.40622932,-0.26608574,-0.33010283,0.254785,0.073552966,-0.37829673,-0.10511092,0.3497828,0.12012866,-0.12442236,0.111013375,0.2534374,-0.19264925,0.1199478,0.24880755,-0.31931946,0.082769215,0.053101044,-0.16746448,-0.03652523,-0.0047541894,0.5199274,-0.09719835,0.28088242,0.033800554,0.5208504,0.15268846,0.10233163,-0.44156265,-0.031076122,0.07686819,-0.030305132,-0.00660693,-0.060620327,-0.005306894,0.22232738,0.3666905,0.024979962,-0.21034372,-0.36228752,-0.19703539,0.014548334,0.3307585,-0.18713485,0.36639887,0.09541542,-0.40477127
DB00158 -0.050803196,-0.19133136,0.23831113,0.23157358,0.24330105,0.15816985,0.06275866,-0.1154146,0.13171588,-0.16180833,0.020186964,-0.2637708,0.34929943,-0.3648258,0.23602869,0.51021993,-0.06646259,0.6612076,-0.3208876,0.04462141,0.22195342,0.121306375,0.60071737,-0.18304546,-0.19507858,0.029585496,-0.0063852677,0.13369113,0.05345922,-0.18077403,-0.37250853,-0.10116925,-0.027477253,-0.21456459,-0.1977023,0.19367953,0.33272967,-0.25083277,-0.052932497,0.0062395306,0.15658842,-0.21575163,0.23549257,0.17948341,-0.13750695,-0.16526546,-0.26837993,-0.22602086
DB00162 0.072703175,0.05443191,-0.3128128,0.012726872,0.07165306,-0.16453527,-0.07448141,-0.09672284,0.20129703,-0.022500113,0.0050471085,0.032509122,0.08553216,0.042833515,0.038963,-0.5313822,-0.071173124,0.03523433,-0.11257597,-0.16845979,-0.22643363,-0.15740886,0.019935297,-0.03634214,0.10723148,0.07626217,-0.20099512,0.3761431,0.18202566,-0.29798776,0.31010255,0.25251707,0.37343264,0.26798773,-0.06845818,-0.016475374,-0.1013052,-0.17992891,-0.07081919,0.32216546,-0.22695267,0.0062527517,-0.09654329,-0.1742073,-0.43340877,-0.29595602,-0.16710474,0.32684404
