DB00116 -0.11832342,-0.42440867,0.078539945,0.26244414,0.008461572,-0.23147112,0.38159314,0.036638435,-0.109481305,0.06760196,0.069563575,-0.016101295,0.078321576,-0.013577667,-0.1533936,-0.031120818,-0.014009271,0.12456067,0.17021948,0.021552538,0.17614362,0.3124696,0.34876934,-0.18065296,0.1430489,-0.07114309,-0.018005995,0.12658133,0.052080713,-0.09368319,-0.2115737,-0.08226556
DB00118 0.07467393,-0.33107075,0.034338847,0.24231662,0.027457941,-0.078810446,0.36546347,0.16797233,-0.06193686,0.120899275,0.12780556,-0.040166806,-0.010267441,0.05180146,-0.22295925,0.1655652,0.032441996,0.20476204,-0.11523152,0.3105411,0.24033976,0.27550423,0.4320366,-0.2891975,0.19114567,-0.04727265,-0.04110447,0.06216564,0.028116656,-0.0766906,-0.19989015,-0.047191318
DB00122 -0.02698938,-0.16282476,0.08814085,0.36844915,-0.27461454,-0.16896139,0.31716436,0.36177912,-0.17537795,-0.25230008,0.13583338,-0.0044435016,-0.033314746,0.051875025,-0.27567157,-0.1631453,0.04731209,0.3046412,-0.1843271,0.052831735,0.12423095,0.27195835,0.32748097,-0.13007776,0.20329976,-0.1382393,0.072377846,0.13616204,-0.051845837,-0.044772696,-0.1602903,0.009491791
DB00134 -0.040038455,-0.24958661,0.033716455,0.27227262,-0.060606442,-0.03490802,0.43866947,0.17507172,-0.015229592,0.100807,0.14947315,-0.14239186,0.00021596617,0.19125175,-0.1953379,0.03618623,-0.0410722,0.09692735,-0.10444611,0.13004647,0.20839903,0.32013795,0.44390103,-0.278733,0.20537923,-0.043402433,-0.039107103,-0.041332345,-0.057930663,-0.17373851,-0.21809234,-0.057844937
DB00140 -0.023153441,-0.17381234,0.092829384,0.3030368,-0.15301828,-0.066752955,0.38585892,0.28005117,-0.006780169,-0.079723686,0.111645676,-0.0054553594,0.04214973,0.12285522,-0.20096953,-0.16459024,-0.09244047,0.27424294,-0.041768145,0.25218716,0.20401606,0.2666938,0.39117512,-0.25502566,0.16624478,-0.049171656,0.06045001,-0.08255048,0.06581836,-0.14883406,-0.18474157,2.075676e-05
DB00150 -0.1416313,-0.08172635,0.07147293,0.29550478,0.076559015,-0.044898886,0.31965607,0.1646185,0.07245792,-0.12178186,-0.05332624,-0.2596176,0.02017404,0.11885585,-0.085242614,0.015228551,0.03370275,0.18271647,0.119413465,-0.03380064,0.2531218,0.24998589,0.39295653,0.029793622,0.37026218,-0.06430087,-0.037154287,-0.07223945,0.028080251,-0.008048609,0.0032941995,0.20159936
DB00152 -0.05184234,-0.2053926,0.012865581,0.3322567,-0.20225939,-0.057311177,0.3124267,0.33870816,-0.11467029,-0.30460414,0.05936269,0.039078567,0.07534423,-0.07318419,-0.2642518,-0.23339689,-0.011494719,0.38548693,-0.03851768,0.28963462,0.004175642,0.2678735,0.30266735,-0.20001398,0.122035295,-0.08038073,0.1333762,0.040898964,0.10656616,0.024047215,-0.01885331,0.06607682
DB00155 -0.0011456155,-0.18424074,0.14631705,0.20853244,0.0031637028,-0.24112289,0.3760673,0.29579243,-0.050719164,0.07181883,0.12797286,-0.038248025,-0.09588612,0.17087674,-0.08746485,0.018332653,-0.08487943,0.035918005,-0.028634021,0.079941474,0.23033233,0.2943194,0.39860514,-0.19123109,0.20394962,-0.10016526,-0.18588594,0.07346554,0.020041717,-0.2707916,-0.23202357,-0.10241952
DB00158 -0.15555423,-0.28850445,0.16598445,0.2571632,-0.04124068,-0.29012573,0.37861603,0.025575865,-0.11819728,0.0875132,0.1806384,-0.0139092365,0.07734609,0.012625367,-0.097513855,-0.08157713,-0.0014891012,0.13023053,0.09228997,-0.03575047,0.18290365,0.2930522,0.35295928,-0.11637226,0.117551096,-0.10413377,-0.10289114,0.19291805,-0.026780635,-0.1508698,-0.2392545,-0.146712
DB00162 -0.14344195,-0.18951337,0.025187187,0.20710747,0.038718794,-0.035563268,0.4536163,0.16719382,0.12819894,0.13074005,0.253395,-0.13062415,0.10497735,0.13527735,-0.14702943,-0.10721383,-0.17319317,0.04723504,0.055312008,0.20748186,0.13889775,0.33294046,0.44055843,-0.30594555,0.11362281,0.03349867,-0.07200145,-0.12875532,0.0743688,-0.17659405,-0.14554787,-0.0064304695
DB00165 -0.1180278,0.0033927073,0.042171944,0.06486003,-0.015154469,-0.061938047,0.38959703,0.1497406,0.049611744,0.0040666964,0.06807824,-0.045361772,0.2844893,-0.0102103,-0.3597693,-0.22039655,-0.12006545,0.3505788,0.10042493,0.1326675,-0.20586672,0.2474809,0.4716933,-0.40589756,0.10236299,-0.035194837,0.029750522,0.06405138,0.21064325,0.012390495,0.030558573,0.07856136
DB00169 0.07091918,-0.27363443,0.07869952,0.32138962,0.04932965,-0.21890298,0.16979232,0.17737013,-0.06878445,0.005200853,0.20933615,-0.14652653,0.12891896,0.15183216,-0.20118086,-0.10161363,-0.17757691,0.17106067,-0.18417436,0.16379641,0.27219677,0.24914524,0.4432184,-0.18281054,0.100610614,0.10931162,-0.14574754,-0.0022212625,-0.15038864,-0.19055073,-0.28073373,-0.16090144
DB00173 -0.102628715,-0.2315821,-0.009633961,0.18537763,-0.0047510834,-0.0136071285,0.49811035,0.16001749,0.058555126,0.16102006,0.2589358,-0.019414894,-0.015936282,0.1350406,-0.15180303,-0.0030447366,-0.071590416,0.11307758,0.03148314,0.2362568,0.25727427,0.30788815,0.34701174,-0.26760152,0.13500652,-0.095724724,-0.016742991,-0.08439769,0.09857847,-0.1341925,-0.23198055,0.01274108
DB00175 0.012503724,-0.15925434,0.23038484,0.20317394,-0.008777851,-0.33448222,0.38994431,0.23165295,-0.21294488,-0.013735211,0.18155402,-0.053990573,0.007894763,0.076960064,-0.14912018,-0.028286573,-0.075875275,0.098395094,-0.011682252,0.0648576,0.1000206,0.37231204,0.3823045,-0.19403903,0.122660235,-0.08700527,-0.20239887,0.26117557,-0.04716498,-0.18204314,-0.16998713,-0.15961948
DB00184 -0.30411026,-0.10654846,0.19020936,0.35298482,-0.15568432,-0.06444843,0.14354417,0.10725982,0.058427688,-0.05428362,-0.044583496,-0.1996938,-0.021036346,-0.09907405,-0.23221307,-0.2954235,-0.23472273,0.010706924,0.2017709,-0.073929,0.21568367,0.356101,0.27781737,-0.18593526,-0.023459047,0.039028883,-0.18498032,0.069840215,-0.019665867,-0.26521719,0.11308056,0.015390548
DB00187 -0.100373894,-0.050478853,0.31032532,0.124631874,0.21269797,0.08518855,0.032096226,0.089714415,0.2554966,0.050129414,0.14476907,-0.16168714,0.14674929,-0.07848604,-0.16373758,-0.09619251,-0.17925642,0.051445372,0.061235733,0.11379523,0.08953555,0.12359721,0.33395877,0.07894015,-0.04084978,0.023652507,-0.20703255,-0.13123319,0.049736172,-0.022770686,0.03789977,0.22520524
DB00193 -0.21500272,-0.17267284,0.31028304,0.16680542,-0.010874453,0.08490379,0.06920949,0.19301821,-0.010214821,0.14516893,-0.0021699558,-0.26029173,0.062305145,0.12316594,-0.197092,-0.036141407,-0.18101016,0.05370272,0.050561473,0.03147782,0.2643496,0.29466346,0.27193084,0.07156692,-0.012036485,0.054811634,-0.15301928,-0.09888116,0.037455685,-0.092040434,0.057610456,0.11665859
DB00195 -0.1957022,-0.26296687,0.26483744,0.0858575,0.048902094,-0.15692958,0.17070295,0.076164946,0.117128454,-0.028996632,0.12807375,-0.10750179,0.036784574,-0.1405174,-0.22944374,-0.24335806,-0.028915558,0.0083779115,0.1305377,0.2583433,0.10515028,0.19293985,0.3533505,-0.041593943,-0.012272687,-0.04690568,-0.087161876,0.05897531,0.1165602,-0.1375254,-0.11808018,0.066305205
DB00199 -0.033798654,-0.24431631,0.16615629,0.2625237,-0.038965218,-0.17961784,0.33987388,0.1823404,-0.10555089,-0.0028811211,0.20530435,-0.030675016,0.09694453,0.021837523,-0.20476851,-0.021862915,-0.116142645,0.19094355,-0.029526157,0.17535758,0.19237243,0.39559,0.35804385,-0.24067795,0.12997265,0.019983137,-0.09631951,0.109569855,-0.043661915,-0.056241643,-0.14994428,-0.11698152
DB00201 -0.063878156,-0.16961531,0.12038335,0.22845136,-0.15618244,-0.008837311,0.3235366,0.17324679,0.001891349,-0.09689421,-0.046583384,-0.00051703333,0.22744052,0.047175992,-0.28649905,-0.24121577,-0.24714622,0.38360673,0.03565121,0.18816505,0.055780064,0.3112169,0.39842668,-0.36472973,0.10062301,0.014438132,0.04406119,-0.09000382,0.056393918,-0.09514349,-0.14923227,-0.024476737
DB00207 0.018847043,-0.18273044,0.23445606,0.34261134,-0.22478853,-0.16664013,0.26861072,0.23082308,-0.07207054,-0.023504699,0.1716526,-0.044943705,-0.052494396,0.06276404,-0.13689557,0.0026787845,0.018243155,0.15030149,-0.2734929,0.17758827,0.27124465,0.2930087,0.3521906,-0.16805872,0.20366418,-0.005169741,-0.041897286,0.02554858,-0.12644958,-0.14272387,-0.19936718,-0.10141024
DB00208 -0.26449934,-0.20909832,0.45518672,-0.06354344,-0.02579329,-0.11742666,0.035265926,0.09218559,0.074321076,0.052924182,0.11566113,0.06875203,0.1823071,-0.31722155,-0.030351687,-0.033623774,-0.057803433,0.10201335,0.120952904,0.22692859,-0.011667567,0.09458619,0.27559724,0.13553263,0.15932319,0.08947805,-0.20241071,-0.020269437,0.040441934,-0.049719688,0.038481057,-0.030462671
DB00213 -0.097193435,-0.14912416,0.0478582,0.2554463,-0.1135243,-0.1841613,0.36565596,0.32140467,-0.09554685,-0.0014155857,0.24483761,-0.013435355,-0.00856733,0.23452796,-0.1594722,-0.12063999,-0.089197196,0.14344855,-0.100146756,0.005155188,0.27371132,0.29850093,0.34360844,-0.17902675,0.17531827,-0.064424105,-0.13776192,0.0139252,-0.07415997,-0.22033982,-0.23198904,-0.093637764
DB00215 -0.049822517,-0.107919626,0.27841696,0.121567085,-0.060660146,0.0021723267,0.12745008,0.042731687,-0.03902715,0.19526783,0.19797143,-0.25499928,0.075750135,-0.043491647,-0.24461891,-0.11213659,-0.05087927,-0.03606905,0.05376377,0.07682991,0.15224577,0.13860974,0.41637,0.086536966,-0.04608746,0.12254197,-0.10536055,-0.070852324,-0.23675811,-0.23142248,-0.12831397,-0.16318686
DB00227 0.07314256,-0.17911443,0.19000071,0.2500484,-0.17234136,-0.06912089,0.3028662,0.101051085,-0.14148152,-0.056789786,-0.09762735,-0.06344243,0.16047603,0.15212788,-0.27753478,-0.1326961,-0.20220418,0.3311363,-0.09148576,0.09329005,0.11928775,0.29328647,0.4240601,-0.3240423,0.112160824,-0.015572183,-0.024177244,0.0047632633,-0.11494847,-0.18676563,-0.2652542,-0.1359537
DB00232 0.048259635,-0.2159333,0.0052154353,0.14050382,0.057172157,-0.16612296,0.2773095,0.19156075,-0.08424931,0.14898464,0.0832421,0.031289767,0.06898867,0.24365021,-0.20670933,-0.016118228,-0.13461752,0.31762213,-0.08841378,0.17668867,0.32610202,0.21105142,0.3847663,-0.2771002,0.17276429,-0.060285147,-0.14420855,-0.036264718,0.0066582733,-0.21605314,-0.302871,-0.16649087
DB00238 -0.3206864,-0.0005862252,0.25320467,0.37185305,-0.04407396,-0.105690174,0.17168562,0.27255768,-0.03495235,-0.21689963,0.017774953,-0.0042895204,0.07218677,-0.06510382,0.051181428,-0.22353911,0.010265348,-0.13645269,0.011869704,0.29833177,0.12363802,0.2255024,0.37645212,0.0193382,0.23171613,0.054557893,-0.16764195,0.108884655,0.058241975,-0.32453057,-0.010973796,0.10796679
DB00252 -0.1497979,-0.30809432,0.39781156,0.03725753,0.04337581,0.03519309,0.30557656,0.06741968,-0.11707442,-0.09993745,0.21942098,-0.108769774,0.12675071,-0.029808901,0.057842236,-0.12860866,-0.04265768,-0.10551723,0.032726813,-0.048305906,-0.0919881,-0.012350599,0.22492394,0.22026731,0.1590809,0.15991348,-0.09438675,-0.17903842,-0.11059976,-0.18475132,-0.26874244,0.0065158554
DB00254 -0.22259969,-0.21995573,0.30153653,0.0073643266,0.02290516,-0.06422374,0.3699251,0.12632471,-0.064096056,-0.028538767,0.10837003,-0.07481697,0.052740667,-0.09467271,-0.030696921,-0.24403805,-0.044505067,0.13493852,0.05576231,-0.048617702,-0.028698616,0.2680875,0.4131714,-0.20358422,0.1207443,-0.15244408,-0.18230967,0.28138545,0.044298142,-0.25347164,-0.054040793,0.04035289
DB00264 -0.09238873,-0.06023598,0.3970069,0.19439924,-0.084610075,0.035116956,0.22089244,-0.08955851,-0.102839895,0.11057864,0.041701633,0.06062876,0.04493998,-0.08897679,-0.09038398,0.04004885,-0.056007143,0.037781913,0.21782237,0.15144636,0.064893305,0.19384244,0.38174653,-0.03533229,-0.025998177,0.058286257,-0.18648815,-0.0033881855,-0.220494,-0.25018266,-0.09247029,-0.09496985
DB00266 -0.24977727,-0.10861459,0.20268029,0.15977836,0.0028903396,-0.18419082,0.09784379,0.10202153,-0.010031662,-0.086956665,0.038202267,-0.015221703,0.060855415,-0.049485255,-0.16541646,-0.13637559,-0.059519283,-0.10845591,0.006903387,0.29256636,0.0182376,0.14656374,0.4143543,-0.18067387,0.15337871,0.22830431,-0.19315861,0.016087297,-0.028396612,-0.2944795,-0.05161279,0.11984557
DB00277 -0.07403952,-0.16175906,0.1567529,0.2173143,-0.0995159,-0.10389106,0.40984458,0.1781499,0.05412686,0.08154893,0.20397906,-0.007448193,0.09156578,0.041968722,-0.24162863,-0.082781315,-0.11359946,0.2399858,-0.043847963,0.20720048,0.17916483,0.3270041,0.42761618,-0.32122836,0.15061736,-0.030558527,-0.014087014,-0.0112147955,0.071910314,-0.09224133,-0.20317067,-0.002256367
DB00278 -0.25899434,-0.29710373,0.18711595,0.1108244,-0.05307228,-0.18428543,0.3527045,0.17815386,0.041567605,-0.06295753,0.18814613,-0.05002013,-0.0072234403,0.011400575,-0.20985344,-0.16553557,-0.030968046,0.08832908,0.042923633,0.05214195,0.15138946,0.272068,0.343633,-0.25510967,0.061078086,-0.012206443,-0.13105984,0.11265809,-0.006852801,-0.24129601,-0.1626338,0.027147073
DB00279 0.021549335,-0.20416191,0.3820311,-0.053196415,-0.17406039,-0.11507479,0.009434345,0.074666955,-0.0034256803,0.12698779,0.24351972,-0.06676514,-0.12147613,-0.09909243,-0.07355033,-0.12735215,-0.10495358,0.16534477,0.12459134,0.08284754,0.34239548,-0.024131227,0.21522751,0.028398952,0.063730605,-0.14662606,-0.3039077,-0.2533242,-0.026555132,-0.06693263,-0.10479848,0.12807576
DB00280 -0.14285718,-0.031219414,-0.082335554,0.030878667,-0.0918985,0.019208103,0.2893966,0.07360485,-0.10212465,-0.18765408,0.23491678,-0.16463837,-0.11873234,-0.022573015,0.07005527,-0.028386725,0.012929528,0.21555866,-0.02537,0.02298353,0.12310393,0.31163353,0.22442171,0.22632323,0.0425065,0.08943455,-0.18033108,-0.1519697,0.09850591,-0.1772725,-0.17825954,0.15357845
