DB00116 -0.14454605,-0.15010533,0.10684033,0.07364373,0.28922984,0.110753275,-0.07349243,0.09358062,0.23985653,0.007392193,0.006292363,-0.06803189,0.31458345,-0.30290893,0.10790859,0.14445284,0.05887103,0.30200523,-0.10857518,-0.10350955,-0.011414174,-0.17887041,0.25228035,-0.035672545,0.066426024,0.045269605,0.05001469,0.18066822,-0.16130479,-0.13841228,-0.0541786,-0.15445745,0.14537604,-0.14720953,-0.1585202,0.027444405,0.16871794,0.027240751,-0.021729426,0.113346554,-0.036957894,0.0962858,0.3615318,0.045604847,0.044953726,0.031562444,-0.07413179,-0.12464716,0.049161416,0.17447592,0.012416306,-0.014371779,0.10646393,0.065043345,0.20448658,0.042520426,-0.14641862,-0.2393408,0.11754597,0.23012124,-0.13070132,-0.03267799,0.15942432,-0.34144878,-0.030916944,0.11011092,0.2867492,-0.15326133,0.12071713,-0.026499817,-0.03844049,-0.2781821,-0.15210606,-0.07679419,0.018928725,-0.08711239,-0.21188803,-0.12312436,0.124116845,0.0503892,0.04377998,-0.1968407,0.09062743,0.030366944,0.17577882,0.20948416,-0.21628697,-0.26859498,0.07278514,0.27406153,0.03581052,-0.06573326,-0.008655308,-0.22144729,-0.09495869,-0.03349469,0.17144999,-0.14815584,-0.014920067,-0.16044687,0.034972552,-0.11402582,-0.07125893,0.03875259,0.12603213,0.037210546,0.07818795,-0.1972052,0.06338864,0.009215209,-0.036651846,-0.01706629,0.07651932,-0.15769544,0.05339659,0.058778424,-0.086363144,0.03900249,0.12236792,-0.1761363,0.124007165,0.076961465,0.047608044,0.14488299,-0.03109477,0.10796781,0.0682958,-0.14380021
DB00118 0.04426315,-0.19433147,0.23520826,0.0021010863,-0.0670051,-0.11933916,-0.051218934,-0.07899477,0.035611697,0.00015288455,-0.104125485,0.1890385,0.23440306,-0.0617111,0.13192074,-0.13143393,0.110213235,0.049361102,0.08498861,-0.07003077,0.0005093335,0.019061068,0.08594252,0.027911546,0.07538742,-0.06284125,0.07737396,0.03285689,-0.028869435,-0.20345485,-0.09043551,0.24596423,-0.2372454,-0.06028602,-0.11366532,0.1454888,0.08727609,0.05841301,0.21666925,-0.030030496,0.14883442,0.24256453,-0.011440785,0.05296521,0.10590237,-0.028998215,-0.0878066,0.09875367,0.1541205,0.20979883,0.1203164,-0.06102303,-0.24152327,-0.02138093,0.0050059883,-0.040388443,-0.13348585,0.0064938245,0.057424698,-0.07772948,-0.039764095,-0.26063234,0.08421894,-0.07103723,0.118381806,-0.21160626,0.08045737,-0.15799758,-0.022452516,-0.16889863,-0.12691365,0.13934463,-0.018347623,-0.3322164,-0.11999572,-0.05594973,0.0038513762,-0.11633318,0.021066956,0.12705034,0.20130211,0.09437939,-0.13279797,0.13294098,0.17935915,-0.025893059,0.10876542,0.10155895,-0.08090868,0.12579799,0.019927323,0.05905622,-0.07899196,-0.07420534,-0.071803994,-0.15885577,0.11373688,-0.07344852,-0.27157634,0.09730457,-0.033606496,0.086216785,-0.2184321,-0.107429944,-0.08245956,0.19505545,-0.04205189,-0.3267323,-0.18741818,-0.025499593,0.1545878,0.14467192,0.20682152,-0.09535754,0.00015632283,0.09822594,-0.24798071,0.0991112,-0.110560454,0.051738847,-0.001944261,0.08288317,-0.20382194,-0.07486859,-0.05769481,0.19547647,-0.08997304,0.0025615117
DB00122 0.0016101323,-0.004568167,-0.0056756902,-0.0019755363,-0.00027758483,0.005026895,-0.0017239841,-0.0021463402,0.009914699,0.0062846947,0.0017811779,-0.0014566748,-0.006249383,-0.0014565059,-0.008187042,0.0013529665,0.0011788829,0.0035933438,0.0032479847,-0.006293287,-0.004015751,0.0018774199,-0.0066307276,-0.0015243246,-0.0039742608,-0.008806928,0.008896568,0.0074996524,-0.010087212,0.0051581897,0.0054743877,-0.0049604606,0.0019489923,0.0035471001,0.0037501508,-0.0017813431,-0.003468859,-0.005504087,-0.0010822308,-0.005602888,0.005731259,0.0035291966,-0.0022217475,0.007924728,-0.0023338266,0.006745397,-0.009065222,0.0030570494,-0.008870498,0.0061974847,0.0039046153,-0.005438739,0.0020590122,-0.00031814133,0.0040009962,0.0051601883,-0.000887109,0.0007511734,0.004415363,-0.007461578,-9.570725e-06,0.0018089105,0.002695137,0.0010588579,0.004040093,0.00057987164,0.0068086567,0.0064393487,-0.0024295212,0.00015832054,0.007234678,0.006292127,-0.0040664203,0.0075186943,0.009108587,0.0071734153,0.0005568997,-0.0034774984,0.0016196505,0.0016280272,0.0035850594,0.0034383368,-0.0058266157,-0.009224513,-0.0058202604,-0.002458823,-0.0014950029,0.00094479165,0.0069302586,0.00048106507,0.0010866075,-0.0009522607,0.004992689,-0.0024432938,0.0038125834,0.011145651,0.0023919623,-0.008067901,0.0008663693,-0.008078531,-0.0031110642,-0.0048558465,-0.006091091,0.0051174415,0.004780309,-0.0012300188,0.0027505418,0.00022417655,0.0005410383,0.006384956,0.0018274572,-0.008925872,0.004966248,-0.0068813316,0.011636608,0.00545488,0.0030607956,-0.0041832374,-0.0031048574,-0.00203981,0.0025477498,-0.0009739463,-0.005763674,0.002347205,-5.2154723e-05,-0.00064826803,0.0018310094,-0.008882497
DB00134 -0.064891346,0.14526612,-0.112457596,-0.2393627,0.09760242,-0.009304243,-0.14106904,-0.0244513,0.07243216,0.0979161,-0.17902538,-0.10530886,0.15023679,-0.061186146,0.02130488,0.083258495,0.026707469,0.038281474,0.024372758,-0.07986556,-0.016292922,-0.10942706,0.27138117,-0.073000774,0.24788824,-0.04187622,0.13714547,0.112446904,0.07520782,-0.14060384,-0.23697758,-0.06351595,0.08524586,0.093139365,-0.13251902,-0.109187424,0.13518241,0.3494764,0.16254844,-0.021989739,-0.21118002,-0.24490105,0.1441055,0.044466708,-0.16586778,0.2378099,0.0132261515,-0.050278444,-0.14150013,0.0456883,0.072997175,-0.04223026,-0.32232842,0.033204608,-0.04741317,-0.16560388,-0.052221835,0.076405495,0.16530807,-0.0408535,0.12512334,-0.041466247,0.12570903,0.0057672714,-0.015145396,-0.078202285,0.15301952,-0.2670315,0.017429832,-0.22354676,0.13937308,0.036149416,-0.058575366,0.17651491,0.07509749,0.013550509,-0.22689363,-0.16382293,-0.13448773,0.06854008,0.12334296,0.14116803,0.17303875,0.030102368,0.11423594,0.10867409,0.1687358,0.0065539926,0.10562982,0.19719559,-0.05864318,-0.12233879,-0.029174501,-0.029730143,0.05326875,-0.075577505,-0.11554395,-0.048531145,0.2717097,0.021658469,0.20133169,-0.23661102,-0.069012485,0.11987312,-0.13974087,-0.13152069,-0.10347218,0.026047826,-0.19580445,0.0050276835,-0.25052235,0.14771901,0.055889327,0.01983579,-0.009327303,0.47259182,0.09357659,0.36301735,-0.1211661,0.17013273,-0.103350356,0.01680287,0.11379547,-0.18543413,0.08457517,-0.037787583,0.027270818,0.26373494
DB00140 0.035920065,0.01350947,0.079311736,0.010255022,0.13540263,0.106576756,-0.098581776,0.08000161,-0.011233894,0.16355088,-0.18661816,0.091628514,0.16740923,-0.08575839,0.111268796,0.13212496,0.06997797,-0.01455127,0.016679063,0.011434946,-0.051079057,-0.07485458,-0.0382208,0.1061322,-0.0002666755,-0.09135695,-0.043477654,-0.088150226,-0.05113617,-0.15097968,-0.007812732,0.00018699354,-0.011645173,-0.13897985,-0.050455153,0.04928307,0.032902915,-0.010596245,-0.027943948,-0.04887637,0.14997257,0.018596616,0.15932558,-0.027323443,0.020397099,-0.045654073,0.11747249,-0.16360171,0.05804511,-0.07699669,-0.039273273,-0.04023242,-0.04287643,0.092966825,0.17127721,-0.055703904,-0.10633831,-0.12968324,-0.051170263,-0.016734648,-0.10947538,-0.029435972,-0.022665072,-0.09496485,0.13844007,0.083926626,0.09251596,-0.1635825,-0.037476633,-0.011621102,-0.07089259,0.03250521,0.025481736,0.013229016,-0.005526263,-0.18589357,0.00020139116,-0.077066824,0.04989259,0.08501287,0.0733305,-0.0991383,-0.06361073,0.0002745473,0.17203768,-0.1220098,-0.09370007,0.030045398,0.14831829,0.040251672,0.0089634685,-0.061366014,-0.033533167,-0.009209735,-0.053681888,0.09149969,-0.11072601,0.039507892,-0.070239566,0.061271038,-0.045567848,-0.05726066,-0.035639197,0.010228183,0.042724982,0.16727869,-0.075477175,-0.13192287,0.043609962,-0.16030075,0.024246639,0.01786521,0.012346343,-0.034321405,0.15234472,-0.053572983,-0.102730796,-0.0024056942,-0.0035470764,0.018967707,0.013656458,0.16346888,-0.024937065,-0.024325073,-0.025420249,0.031586315,-0.070288934,-0.015465121
DB00150 -0.16639931,-0.14429699,-0.24176982,0.122743696,0.09987039,-0.17961653,-0.10050595,-0.073615335,-0.060166914,-0.02300988,0.013267181,-0.36807674,0.19443873,-0.15900657,0.05994266,0.104332864,0.056140017,-0.03203264,-0.1620737,-0.14882694,0.04533523,0.023284515,0.2569299,5.5176828e-05,0.09136726,0.07773355,0.17569827,0.05381807,0.032008074,-0.045522507,0.043822836,-0.26325396,0.070816524,0.13936104,-0.04268255,0.17094004,-0.0339026,0.13805443,0.012007051,0.02201703,-0.13008262,-0.0362008,-0.031366944,0.2049619,-0.10639484,0.0947691,-0.11473002,-0.29443556,-0.33777487,0.23268586,-0.10382172,0.214793,-0.27972347,0.1953649,0.19355458,0.07399717,-0.06505455,0.23969996,0.10126301,0.19987665,-0.13560823,-0.14529717,0.18377177,0.08188694,-0.101388864,0.056613527,0.14525937,-0.1302273,-0.2298724,0.020597946,-0.02308281,-0.41743743,0.18133292,-0.02996685,-0.019378377,0.015747208,-0.18277662,-0.14714053,0.011226039,0.1798599,0.07900049,0.068009846,0.015127013,-0.062123302,0.09901663,0.17756484,0.06916494,-0.05008571,0.015448754,0.077024415,-0.009224597,0.1414845,-0.19955091,-0.19502039,0.023602491,-0.11848106,0.11195592,-0.068226025,0.24737768,-0.032604527,0.057951957,-0.17045616,-0.13302438,-0.0069441586,0.028611556,-0.17784314,-0.14454617,-0.10941849,-0.10697016,0.05049794,0.027283471,-0.13600269,-0.17696428,0.029076202,-0.0799745,0.15563068,0.029383354,0.2884149,-0.38341713,0.0905264,0.17878245,-0.07120841,-0.009722652,0.08545342,-0.08603113,0.10635136,0.09969148,-0.055282336
DB00152 0.00014714994,0.0061500994,0.005685483,0.00087216083,0.0055728666,-0.0024152964,0.0025354372,-0.004868996,0.003030213,0.003220664,-3.7696846e-05,0.0028021163,-0.0038509106,0.0051536867,-0.0031876955,0.0020673717,0.0018466504,0.0028107434,0.004863282,-0.004526123,-0.0001656794,0.0021315487,0.001227593,0.006686295,0.00031108002,-0.0016429265,0.001273524,0.0007004023,-0.0010754657,0.0004412417,-0.0005672765,0.0015439873,-0.00094231806,0.0016389013,-0.0010684209,0.0056790137,-0.002390085,0.003507571,-0.005044922,0.0032908753,-0.0018042378,-0.0024321366,-0.0013150313,-0.0050653713,0.0035576078,0.004940865,-0.00021017333,0.0031389291,0.004009045,-0.0002156792,0.00095973286,0.0031213183,0.0023098136,-0.006092701,-0.0035678872,0.003143268,3.925461e-06,-0.0019605411,-0.0038331158,0.00047815425,0.005569535,-0.0018467996,0.003450426,0.0061582606,0.0055476413,0.000699344,-0.0045185373,-0.0056869425,-0.004770072,-0.0031892722,0.0004248556,0.0021956377,-0.00022953692,-0.0036065117,-0.0021322304,0.00027130844,0.0007750619,0.0041424697,-0.0010367016,0.007384735,0.00075265125,-0.0030349751,-0.003241663,0.0015291608,0.00012529058,-0.007122585,-0.00029900568,0.00576474,0.0030965977,0.0011299939,0.0015552398,0.0018171467,-0.000888974,0.0023490132,0.00014526802,0.00056136237,0.004278821,0.0031325163,0.0010552946,0.0052415165,-0.0026948934,-0.004447662,0.0019559937,0.001188861,-0.0037123226,-0.0010512223,-0.0032749232,-0.004411962,-0.0023947416,-0.005506236,0.004954725,-0.008445017,-0.0018708141,0.0009815198,0.0012677679,-0.0018932478,-0.0008195621,-0.007465304,0.0029897322,0.006119121,-0.00036679205,0.0004890294,0.0010121131,-0.0024453655,0.00249784,2.1799984e-05,0.0030262913,0.0012536332
DB00155 -0.06532646,0.21855313,-0.17025264,-0.124947056,0.15567786,0.062140994,-0.18005304,-0.07118034,0.16469131,0.08607917,-0.08811742,0.068867095,0.13082562,-0.11601317,0.09171158,0.1295897,-0.16297868,0.058395866,0.023332356,-0.12684427,-0.005188717,-0.0043198583,0.26779422,0.00042817707,0.17020574,0.023891615,0.24555585,0.10021316,0.03845607,-0.21180503,-0.004652472,0.005232876,0.002983442,-0.009174637,-0.007994075,-0.049660146,0.10822369,0.20705411,0.032196704,-0.07915259,-0.18286349,-0.12063796,0.04331313,0.16224362,-0.10636341,0.19268322,0.09607275,-0.24505064,-0.15900019,-0.013503221,-0.10792369,-0.04638621,-0.2641626,0.06532069,0.04077406,-0.16812798,0.023279967,0.31774113,0.07154031,-0.1611311,0.079111874,-0.058647607,0.060682084,0.15259983,-0.040303845,-0.22562028,-0.03842937,-0.22113176,0.03218374,-0.13676216,0.08340324,0.086892776,-0.008887886,0.16312964,0.09131661,-0.18492699,-0.14428966,-0.11399536,-0.027849738,-0.034314673,-0.10937464,0.10886016,0.07114366,0.13274902,0.06058636,0.14293772,0.16696636,-0.08877531,-0.02858183,0.2739002,-0.04090184,-0.14354378,-0.032024875,-0.17422248,0.12524515,-0.12570538,-0.15969992,0.17319742,0.25627464,0.054653607,0.17651854,-0.24522218,-0.007705561,0.22500663,0.0920598,-0.1555326,-0.09024276,-0.15492095,-0.081296906,-0.084400274,-0.15893564,0.13659465,-0.12802246,-0.11668239,0.059834998,0.3102207,0.08678255,0.1882734,-0.18158244,0.22110821,-0.01529793,-0.0126176495,-0.0067030033,-0.05433718,-0.09642615,0.002634498,0.060677823,0.10224327
DB00158 -0.007973804,-0.12702571,0.106151246,0.18393955,0.14441906,0.11125034,0.070422396,-0.06103677,0.06330359,-0.12165954,0.051412035,-0.17715465,0.21841879,-0.18396336,0.104695655,0.3274304,-0.017872574,0.36315346,-0.21771076,0.012645585,0.16873462,0.13996063,0.36214104,-0.039194547,-0.16195124,0.022455147,0.054233503,0.08940572,0.013132994,-0.09800376,-0.26910463,-0.080872536,-0.05415283,-0.14976166,-0.12150092,0.12401718,0.22985405,-0.09589709,-0.011029772,-0.011173824,0.09780426,-0.15864477,0.10591473,0.06882727,-0.0608874,-0.05623017,-0.114864245,-0.1578803,0.048414085,0.14769927,-0.06712276,-0.062215697,0.1624443,-0.0082129985,0.15116514,0.16237883,-0.1554959,-0.054719243,0.107407086,0.255128,0.05259534,-0.13216454,0.04891682,-0.40286246,0.023800286,0.19857125,0.113075115,-0.07195309,-0.010447939,-0.038332082,-0.042270195,-0.24592096,-0.29187322,-0.20047979,0.17711751,0.043980666,-0.16268043,-0.3334843,0.17088626,0.2189609,0.060025476,-0.22582425,-0.054369014,-0.0046383757,0.03794704,0.17389786,-0.03405744,-0.18341953,0.055251412,0.20169535,-0.1030953,-0.0387154,0.047738925,-0.29617792,-0.19998129,0.075846806,0.124350555,-0.27744803,-0.10951004,-0.05987098,0.117247306,0.1689476,-0.047021072,-0.053437617,0.13125724,-0.008589739,0.12424436,-0.2764944,0.043226033,-0.081659354,-0.027185522,-0.027150206,-0.082028925,-0.22805297,-0.043644097,0.08945121,-0.02405838,0.11313222,0.08865805,-0.2815319,-0.0002238575,-0.05248619,-0.027768929,0.038664024,-0.050787807,0.092597015,-0.09564068,-0.18231846
DB00162 0.0052532423,0.037090298,-0.20730537,0.022477593,0.008777184,-0.15485156,-0.07478902,-0.015156128,0.1225129,0.03658863,-0.034876224,0.03008866,0.09442526,-0.028428635,0.009103442,-0.2661238,0.028683241,-0.008725776,-0.07423941,-0.07923378,-0.10797887,-0.096991114,0.008976386,-0.06568353,0.03227307,-6.0879756e-05,-0.12395959,0.21399583,0.07959571,-0.20100453,0.18683924,0.12764135,0.26196644,0.19543596,-0.11163336,-0.0136016235,-0.07204781,-0.09858764,-0.088305205,0.22003438,-0.069136806,0.029222626,-0.007459063,-0.10083766,-0.2853981,-0.18160303,-0.102265984,0.23993172,-0.0050056446,-0.008582831,0.11731546,-0.09448385,-0.069358416,-0.015679125,-0.027151395,0.14312844,0.09858076,0.05196258,-0.086164676,-0.05319451,0.13838626,0.1564842,-0.018482866,-0.12137811,0.1503273,0.3297098,0.012559889,-0.112058856,0.111586764,0.1755322,-0.098626174,-0.042894397,-0.041319672,-0.18106163,0.32384074,0.097138874,0.10852701,0.04688505,-0.040736057,-0.127077,0.11762788,0.039227813,-0.117463835,-0.0055828616,0.040693544,-0.038875185,0.049908184,0.05214837,-0.1439109,0.113508776,-0.19607672,0.11504106,0.13175005,-0.04110492,-0.12745418,0.15506499,-0.06981069,-0.18039185,0.26258948,0.020134836,0.0039420053,0.14428264,-0.04952291,-0.10917919,0.07245912,-0.10666077,0.022965334,0.14308691,0.03765766,-0.13099496,-0.10215083,0.02298782,0.0033151852,0.14324221,0.18416128,0.038794998,-0.14790952,0.2708092,0.05419364,0.038418815,0.13187855,-0.039081804,-0.06817157,-0.27729508,-0.0046031442,0.030725839,-0.39648184,-0.10989513
