DB00091 0.01017884,-0.0113230515,-0.022845013,0.04545916,-0.026089342,0.03155946,-0.010087794,-0.028294882,-0.010100435,-0.0020494459,-0.03091416,0.031519156,-0.02833394,0.017694,-0.022354582,-0.014516805,-0.0068081603,-0.0006021665,-0.031228367,-0.03949436,-0.023747709,-0.0123564685,-0.013548664,-0.018329844,0.0021718775,0.026603658,-0.013837213,0.01591168,-0.060367923,-0.022741675,-0.015458116,-0.0037870957,-0.029650703,-0.003962801,-0.0046479367,-0.011263156,-0.014385403,0.009820419,-0.015848104,-0.01963445,0.009875686,0.0006569254,0.030991055,-0.044176023,-0.04868799,0.02243373,0.0024122966,-0.037377805,-0.009139406,-0.0138173355,-0.06831008,-0.027769817,-0.0042226827,0.0057502594,-0.037088312,-0.032563012,0.0064504514,0.028041188,0.053137545,0.008627803,0.028514916,0.0050533456,-0.023345206,0.019069312
DB00325 0.12275103,-0.045506258,0.0063370666,-0.023353849,0.16853438,0.344396,-0.009043423,-0.20663103,-0.14632922,0.056717597,-0.09159028,-0.019240372,0.3449083,0.12155467,-0.36371022,-0.0075735254,0.28750214,-0.17611137,-0.21000475,0.11038295,-0.44349846,0.16665825,-0.2961881,-0.25582647,0.1956881,0.26391634,-0.14293584,0.14970337,-0.10288885,-0.32082006,-0.05161245,0.09271762,-0.12629247,0.048133504,-0.1629469,0.10922035,0.1159707,0.071506396,-0.08577574,-0.003040523,-0.17599478,0.11588049,0.24336228,-0.3663931,-0.18561855,0.23364492,-0.2516754,0.029374758,0.04014234,-0.1214095,-0.24463402,-0.3134296,-0.1634983,-0.1802393,0.17526086,-0.27645835,0.20029943,0.13772039,0.14906009,0.08191183,0.28192943,0.018736368,0.22306086,0.77594906
DB00626 0.15809715,-0.2646799,-0.0071101184,0.10016151,-0.13323116,0.2795784,0.04356659,-0.28024286,-0.17970863,-0.12892917,-0.20784713,-0.047076605,-0.008728034,0.12803803,-0.07553076,-0.04540735,-0.28296268,-0.10628906,-0.21717848,-0.084779985,-0.11640126,-0.12507294,-0.28888416,-0.1504992,-0.14654572,0.56995386,0.07976202,-0.01959275,-0.2491336,-0.05167786,0.3503814,0.39283755,-0.25857177,-0.14029625,0.219466,-0.1901778,0.018331924,-0.1310494,-0.24246162,-0.019690044,-0.14611328,0.008429665,-0.09696258,-0.35243714,-0.114356905,0.15498465,-0.11500491,-0.06399003,0.04546596,-0.41007057,-0.47895765,-0.08135435,0.0944707,0.0009655191,0.1768745,-0.13204817,0.011507918,0.098743916,0.14625119,0.065725245,0.32689893,0.011062619,-0.057776377,0.15077786
DB01377 0.10246029,-0.086235,0.010864369,-0.062213022,0.12406525,0.32028976,0.096724875,-0.13474408,-0.0030179294,-0.017185355,-0.18653955,0.013368298,0.251773,0.07753546,-0.24059786,0.077734776,0.13473855,-0.19567542,-0.18318513,0.10671447,-0.39464638,0.09036014,-0.26099956,-0.20085028,0.3250108,0.120398015,-0.1277079,0.027722638,-0.06742505,-0.33152834,-0.17720668,0.16039844,-0.21549009,-0.06181184,0.014420977,-0.008125824,0.13250656,0.0061162594,-0.05937487,0.0047916183,-0.19202292,0.07447302,0.21853347,-0.31513256,-0.2980108,0.117981195,-0.20434599,-0.004024785,0.12371323,-0.2108409,-0.33968008,-0.28912118,-0.07748786,-0.2611064,0.10570724,-0.35913017,0.12753443,0.1708461,0.15252818,0.15481812,0.3094915,-0.0758413,0.31308568,0.7761202
DB01378 0.057707194,-0.14314376,0.027984109,0.010841494,0.12705141,0.43379837,0.0883253,-0.07714394,0.0063871574,0.016468316,-0.18702959,-0.026746517,0.3502979,0.08048197,-0.12966806,0.1336285,0.1927954,-0.2905153,-0.15080237,-0.0048224074,-0.4094994,-0.008480198,-0.27349374,-0.15613323,0.2737326,0.21079709,-0.23239568,0.11750575,-0.090014935,-0.28298184,-0.22706963,0.22077051,-0.1339539,-0.046099685,0.012574008,0.049953695,0.109433055,0.04063234,-0.1726453,0.004806226,-0.24605738,0.121703036,0.20126407,-0.2857808,-0.32289305,0.0686842,-0.12398913,-0.1415947,0.01627873,-0.102522515,-0.23617002,-0.15569219,-0.031233847,-0.20818491,0.1438523,-0.4776263,0.077889994,0.11647425,0.26195163,0.1201417,0.24083237,-0.084634095,0.30365595,0.66823626
DB01638 -0.027933177,-0.14851964,-0.03596159,-0.063733846,0.12005788,0.39683536,0.09767293,-0.13302967,-0.025084369,-0.07897865,-0.1521681,0.09267507,0.35778847,0.10911003,-0.12737384,-0.028099552,0.16786419,-0.19793022,-0.14715971,0.083199956,-0.5139348,0.108679615,-0.35019523,-0.15318483,0.32839113,0.17721564,-0.103748605,0.12127732,-0.06534377,-0.26398596,-0.15771686,0.15617691,-0.16844928,-0.010693018,-0.011565876,0.14209676,0.07526515,0.17090039,0.021381004,-0.08457528,-0.18189871,0.14013728,0.40965125,-0.3627427,-0.40613046,0.18490851,-0.25873473,-0.047180537,-0.074279785,-0.14998354,-0.20695148,-0.22664987,-0.13119543,-0.13072118,0.07401535,-0.253061,0.078275934,0.15675645,0.23801488,0.1409717,0.18739356,-0.04289623,0.36825073,0.75708234
DB06767 0.11176112,-0.04052797,0.016492732,-0.07826186,0.21350682,0.42701465,0.16777888,-0.18780492,-0.1818593,-0.050308123,-0.16047531,0.045093924,0.37339228,0.06827602,-0.29035774,-0.048183065,0.21631451,-0.11295682,-0.15521571,0.25730842,-0.530992,0.07918382,-0.33961144,-0.26045415,0.2821829,0.005227613,-0.1562211,0.09799639,-0.061902646,-0.30328852,-0.1582875,0.11015824,-0.09495194,-0.035080086,-0.016185101,0.05370348,0.0057224603,0.23409899,0.028867071,0.0005697936,-0.27542755,0.08145062,0.2783807,-0.35769168,-0.3802394,0.27776045,-0.25851533,0.009064053,0.09249581,-0.20753303,-0.17208248,-0.36299384,-0.08898621,-0.2336443,0.10419855,-0.25856978,0.18817873,0.16098116,0.21177258,0.16022974,0.38130894,-0.06873934,0.19209895,0.7820154
DB00115 0.0012289715,-0.106023096,0.04414687,-0.023802409,0.032564074,0.21536295,-0.006259281,-0.26747465,-0.019559655,0.11784417,-0.048827834,-0.008955065,0.18721922,-0.26054943,-0.27073374,-0.008926939,-0.07448425,0.053165276,-0.04461261,0.06206682,-0.19696657,0.00013264254,-0.12846667,-0.029661499,0.29947227,0.03201125,0.00715582,0.10984377,-0.0068825334,-0.24561109,-0.07093361,-0.053916644,-0.11780774,-0.14748798,0.025784321,-0.07530971,0.07252094,0.104605675,0.091743484,-0.088701196,-0.08623052,-0.14822184,0.09758281,-0.0757345,-0.04922629,0.14791213,0.017149966,-0.25400737,-0.015707346,-0.081409134,-0.13833576,-0.15894283,-0.07661771,0.06794609,-0.038299907,-0.14682013,-0.026547682,0.093468204,0.059524264,0.12573165,0.30072573,-0.021397918,0.1252799,0.28756657
DB00441 0.035782047,-0.080801606,-0.04555845,0.080510564,-0.052961588,0.24871717,0.15083635,-0.060847085,-0.16567846,-0.034571934,0.04946419,0.08275519,0.20459025,-0.15987696,-0.25662276,0.18791158,0.092342265,-0.0785153,-0.21630068,-0.06601784,-0.13808131,-0.10553488,-0.028363932,0.044274986,0.3906046,0.36742714,0.1528069,-0.14995073,0.04971088,-0.3483131,0.027432589,0.18919878,-0.37916076,-0.20661792,-0.013657446,-0.0071262717,0.20444268,0.13842735,0.18022254,0.10340365,-0.037329912,-0.08733234,0.27405477,-0.1651677,-0.31260264,-0.023637401,0.11150877,-0.22788483,0.014010297,-0.031558257,-0.5659516,-0.20447645,-0.23820317,-0.03378603,0.17083058,-0.323009,-0.16113761,-0.055450946,0.2556098,0.040228434,0.3474799,-0.2626364,0.32190454,0.038277153
DB00512 0.065036334,-0.30606663,-0.072747245,-0.11259459,0.12243489,0.18061109,-0.16445024,-0.30209777,-0.078389734,0.14070798,0.15983905,-0.15180586,0.18329099,-0.27673605,-0.35250548,0.004788095,-0.08918383,0.14726414,0.021973602,0.071951844,-0.3267822,-0.008537588,-0.17231566,0.038499705,0.35036302,-0.05634891,-0.008105631,0.11828583,0.05894515,-0.23406048,-0.11521158,-0.13646896,-0.12843473,-0.14067775,-0.026292145,-0.036391247,0.07243228,-0.03240616,0.024796816,-0.09550242,-0.042436585,-0.1514066,0.24098228,-0.11810082,-0.1841651,0.07165477,-0.050696038,-0.30155775,0.014112276,-0.17980278,-0.13640027,-0.1518008,-0.040398628,-0.086484894,-0.13092192,-0.2541796,-0.12984957,0.20642665,0.21806666,0.15317579,0.2029973,-0.1287275,0.058805007,0.37803188
